Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2XT,2006.10,1387.781009,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2006.11,1395.02591,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2006.12,1400.49173,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.01,1403.917963,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.02,1407.364363,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.03,1411.384483,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.04,1416.360863,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.05,1422.669644,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.06,1430.452712,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.07,1440.39899,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.08,1451.667448,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.09,1463.568693,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.10,1475.430396,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.11,1485.386167,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2007.12,1492.926448,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.01,1497.032518,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.02,1500.050711,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.03,1502.896273,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.04,1505.531471,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.05,1507.896981,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.06,1510.207289,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.07,1512.925736,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.08,1515.198628,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.09,1516.565348,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.10,1515.885078,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.11,1512.138741,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2008.12,1505.278804,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.01,1494.097824,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.02,1481.131403,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.03,1467.569369,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.04,1453.616453,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.05,1440.562537,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.06,1430.208992,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.07,1423.052761,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.08,1419.594767,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.09,1419.838716,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.10,1422.368663,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.11,1425.953028,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2009.12,1429.511841,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.01,1431.233746,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.02,1433.196761,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.03,1435.189705,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.04,1436.246637,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.05,1437.085694,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.06,1438.326073,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.07,1440.282228,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.08,1443.777194,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.09,1448.638974,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.10,1454.569798,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.11,1461.574629,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2010.12,1468.2227,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.01,1473.213416,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.02,1478.247523,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.03,1482.624122,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.04,1486.159805,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.05,1490.000087,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.06,1493.963112,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.07,1498.646308,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.08,1504.575597,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.09,1511.058981,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.10,1517.939275,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.11,1524.376005,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2011.12,1529.931415,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.01,1533.952338,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.02,1538.12182,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.03,1542.4785,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.04,1547.042259,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.05,1552.72622,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.06,1559.283454,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.07,1567.467683,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.08,1576.946747,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.09,1587.21262,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.10,1598.207512,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.11,1608.258742,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2012.12,1616.484664,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.01,1622.10514,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.02,1626.796417,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.03,1631.380777,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.04,1636.616348,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.05,1642.395687,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.06,1649.016139,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.07,1657.44308,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.08,1666.660062,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.09,1676.420059,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.10,1686.159679,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.11,1694.677825,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2013.12,1701.995491,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.01,1706.808003,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.02,1711.33604,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.03,1716.511739,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.04,1721.882276,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.05,1727.675348,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.06,1734.696898,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.07,1743.721674,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.08,1754.313174,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.09,1766.797916,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.10,1780.180978,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.11,1793.516078,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2014.12,1806.188456,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.01,1815.831658,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.02,1824.160802,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.03,1831.174786,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.04,1835.616495,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.05,1838.548427,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.06,1841.446769,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.07,1845.03915,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.08,1850.537489,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.09,1858.622684,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.10,1869.285512,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.11,1882.422563,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2015.12,1896.62473,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.01,1909.991395,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.02,1923.408815,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.03,1935.897239,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.04,1945.881251,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.05,1954.027145,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.06,1960.058626,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.07,1964.980256,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.08,1970.585899,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.09,1977.553735,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.10,1986.640268,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.11,1997.738775,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2016.12,2009.514193,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.01,2020.927496,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.02,2033.250217,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.03,2045.948282,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.04,2058.586799,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.05,2072.123439,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.06,2084.788076,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.07,2097.352039,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.08,2110.378453,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.09,2123.405466,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.10,2137.339555,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.11,2150.857295,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2017.12,2163.651174,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.01,2175.336384,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.02,2187.217861,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.03,2199.56482,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.04,2211.92289,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.05,2224.344659,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.06,2235.554119,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.07,2247.057822,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.08,2257.914277,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.09,2268.05987,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.10,2278.483075,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.11,2288.111538,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2018.12,2296.859072,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.01,2303.219958,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.02,2308.651747,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.03,2314.177418,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.04,2319.130452,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.05,2323.692159,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.06,2327.71522,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.07,2333.523688,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.08,2341.10243,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.09,2351.474196,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.10,2364.459234,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.11,2378.924021,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2019.12,2394.378879,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.01,2406.876104,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.02,2417.447814,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.03,2425.842725,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.04,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.05,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.06,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.07,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.08,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.09,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.10,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.11,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2020.12,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2021.01,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2021.02,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2021.03,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2XT,2021.04,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Goods-producing industries,Trend,,
MEIM.S2YA,1999.04,2522.881631,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.05,2561.626243,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.06,2778.936444,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.07,2651.137165,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.08,2656.621757,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.09,2825.897242,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.10,2607.372028,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.11,2670.815536,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,1999.12,3281.978389,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.01,2394.59912,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.02,2707.946288,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.03,3148.507205,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.04,2602.011623,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.05,2911.955111,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.06,2747.46872,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.07,2692.352659,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.08,3044.363274,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.09,2699.533913,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.10,2788.129615,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.11,3058.344546,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2000.12,3139.128485,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
MEIM.S2YA,2001.01,2789.976538,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Actual,,
